prefecture,city,number,address,name,lat,long
東京都,板橋区,24_6,上板橋2丁目36番7号,上板橋駅（東）,35.7634687,139.6763885
東京都,板橋区,24_7,上板橋2丁目38番3号,七軒家公園（南）,35.7633577,139.6741793
東京都,板橋区,24_8,上板橋2丁目51番,上板富士公園（南）,35.765175,139.6708002
東京都,板橋区,25_1,常盤台3丁目15番,水久保公園（北）,35.7611639,139.6846766
東京都,板橋区,25_2,常盤台3丁目21番2号,ときわ台保育園,35.7622414,139.6841283
東京都,板橋区,25_3,常盤台3丁目30番1号,上板橋第三中学校（西）,35.7630307,139.6821742
東京都,板橋区,25_4,常盤台3丁目30番1号,上板橋第三中学校（南）,35.7630307,139.6821742
東京都,板橋区,25_5,常盤台4丁目3番1号,平和公園（南）,35.7634714,139.6814485
東京都,板橋区,25_6,常盤台4丁目3番1号,平和公園（北）,35.7634714,139.6814485
東京都,板橋区,25_7,常盤台4丁目14番1号,歩道（教育科学館西側）,35.7634202,139.679631
東京都,板橋区,26_1,清水町47番3号,民宅,35.7645921,139.7053613
東京都,板橋区,26_2,清水町62番,国際興業株式会社赤羽営業所（西）,35.7665033,139.7068537
東京都,板橋区,26_3,清水町83番1号,志村第三小学校（南）,35.7668925,139.7057428
東京都,板橋区,26_4,清水町83番1号,志村第三小学校（北）,35.7668925,139.7057428
東京都,板橋区,26_5,清水町91番,都営板橋清水町アパート１号棟（西）,35.765228,139.7088485
東京都,板橋区,26_6,蓮沼町1番6号,蓮沼児童遊園（南）,35.7681572,139.7060459
東京都,板橋区,26_7,蓮沼町27番4号,本蓮沼公園（北）,35.769631,139.7043005
東京都,板橋区,26_8,蓮沼町27番4号,本蓮沼公園（南）,35.769631,139.7043005
東京都,板橋区,27_1,泉町5番,本蓮沼駅前いずみ公園内,35.7678187,139.7024655
東京都,板橋区,27_2,泉町16番16号,清水地域センター,35.7664411,139.7021367
東京都,板橋区,27_3,泉町17番1号,志村第一小学校（西）,35.7661361,139.7023558
東京都,板橋区,27_4,泉町17番1号,志村第一小学校（南）,35.7661361,139.7023558
東京都,板橋区,27_5,宮本町58番58号,宮本児童遊園,35.7649588,139.7015879
東京都,板橋区,27_6,大原町33番1号,志村第一中学校（東）,35.7668565,139.6969458
東京都,板橋区,27_7,宮本町54番1号,清水稲荷神社,35.7643131,139.7026056
東京都,板橋区,27_8,宮本町58番2号,都営宮本町アパート２号棟,35.7649073,139.7016613
東京都,板橋区,28_1,前野町1丁目7番3号,富士見街道にぎわい広場（南）,35.7635871,139.6956844
東京都,板橋区,28_2,前野町1丁目10番1号,富士見台小学校（東）,35.7634674,139.6952755
東京都,板橋区,28_3,前野町1丁目10番1号,富士見台小学校（西）,35.7634674,139.6952755
東京都,板橋区,28_4,前野町1丁目20番1号,公社前野町第二住宅（東）,35.765311,139.6959636
東京都,板橋区,28_5,前野町1丁目20番1号,公社前野町第二住宅（北）,35.765311,139.6959636
東京都,板橋区,28_6,前野町1丁目39番2号,都営前野町一丁目アパート２号棟,35.765809,139.694639
東京都,板橋区,28_7,前野町1丁目41番1号,都営前野町一丁目アパート１号棟,35.7655852,139.6939404
東京都,板橋区,28_8,前野町1丁目48番,けやきの公園前,35.7644467,139.692324
東京都,板橋区,29_1,前野町2丁目24番14号,前野第二児童遊園（南）,35.765323,139.6873415
東京都,板橋区,29_2,前野町3丁目19番2号,都営前野町三丁目アパート二号棟,35.7687177,139.6906788
